-0.33588879,-0.45250093,-0.59163147,0.81725413,-0.37786573,1.0348956,1.0
-0.29952748,-0.45250093,-0.59055689,0.79066704,-0.37786573,1.06117989,1.0
-0.24919068,-0.34248092,-0.38178808,0.9795194,-0.37786573,1.23787172,1.0
-0.24824865,-0.45250093,-0.49292649,0.73938661,-0.37786573,1.17218326,1.0
-0.10774155,-0.4396568,-0.51818684,0.87731936,-0.37786573,1.15683251,1.0
4.5929854,1.9185499,-0.45638679,2.2645231,1.9188402,0.70276103,1.0
4.4091068,1.52302284,-0.45602581,2.04747748,1.89311422,0.40415422,1.0
4.49963476,1.29170231,-0.38701562,2.40103661,1.52695778,0.97234498,1.0
4.57476325,1.86578381,-0.43486402,1.86778684,0.69330733,0.33209455,1.0
4.53769307,1.70427395,-0.45415063,4.71892673,1.52499816,0.92650786,1.0
0.66025228,-0.37729969,-0.41130523,1.7084005,3.5208547,1.4005483,1.0
0.4985673,-0.37174513,-0.45622967,1.46291681,3.57289268,1.44169072,1.0
0.67680899,-0.26434684,-0.41130523,1.7834698,3.68965048,1.32638154,1.0
0.57600218,-0.32262436,-0.41130523,1.42223963,3.51060982,1.4188588,1.0
0.68353868,-0.36128222,-0.41130523,1.58400958,3.54998587,1.39181204,1.0
-0.32183001,-0.45250093,-0.27606055,1.3252751,13.750423,1.0135658,1.0
1.26369323,-0.19772891,-0.3336962,1.3252751,13.750423,0.96282177,1.0
-0.517882,-0.45250093,-0.27606055,2.79667619,13.750423,0.76455232,1.0
-0.40552937,-0.45250093,-0.27606055,1.95223634,13.750423,0.76507615,1.0
1.14461616,0.16794855,-0.39055691,2.55387865,13.750423,0.7010627,1.0
-0.52034682,-0.45250093,-0.27606055,3.0016598,13.750423,0.70276103,1.0
0.28321786,-0.40890123,-0.28217727,2.60532964,14.09275305,1.06012642,1.0
-0.39469978,-0.42444828,-0.48950727,2.1426415,13.750423,0.80741246,1.0
0.19114555,-0.16567497,-0.39738582,1.55141979,13.750423,0.71276758,1.0
-0.47996733,-0.31055594,-0.47790734,1.63382107,13.750423,0.79936909,1.0
3.0390663,1.1311487,-0.54654991,2.2421601,9.6565874,0.67838418,1.0
1.59071799,0.64121853,-0.54654991,1.90799409,8.77721554,0.77431434,1.0
2.46981155,0.7426948,-0.54654991,2.09406108,10.13868592,0.78856809,1.0
3.42936358,1.02523658,-0.54654991,2.25525709,10.24454476,0.70675779,1.0
3.24899641,0.93989106,-0.54654991,2.31051333,9.83675116,0.69819393,1.0
0.42294678,-0.10745995,-0.27606055,0.88603105,2.4836412,1.0592724,1.0
0.70423672,-0.25338223,-0.37735507,1.00221822,2.24362063,1.18937557,1.0
0.29138147,-0.14447403,-0.24775102,0.90619062,2.46145694,1.10354987,1.0
0.33285044,-0.35212019,-0.411071,0.7849555,2.48149506,1.09502189,1.0
0.47658377,0.02080047,-0.23439724,0.865358,2.25841066,1.0592724,1.0
3.7472564,-0.44365372,-0.54654991,-0.85955255,-0.37786573,-0.94572324,1.0
3.64899084,-0.41585065,-0.53617546,-0.85955255,-0.37786573,-0.94572324,1.0
2.02622856,0.39560078,-0.40807795,-0.85955255,-0.37786573,-0.94572324,1.0
3.09568288,0.30759132,-0.51016892,-0.85955255,-0.37786573,-0.94572324,1.0
3.70642589,0.75106065,-0.54654991,-0.85955255,-0.37786573,-0.94572324,1.0
-0.042178776,-0.37287609,-0.14081588,1.3725328,1.6613312,1.6747878,1.0
-0.05745653,-0.38936941,-0.0733846,1.3725328,1.60459624,1.63795478,1.0
